,name,alt_name,ra,dec,vmag,class,bv_color,ri_code,ri_color,spect_code,ub_color,spectral_type
142,HR1128,,55.3433,-19.5847,6.59,STAR A3V,0.09,,,,,A
143,HR1129,,56.5096,63.345,4.8,STAR G0III,0.8,,0.53,,0.25,G
144,HR113,,7.5829,59.9772,5.94,STAR B9III,0.01,,,,-0.36,B
145,HR1130,,56.1704,46.0997,6.11,STAR A7IV,0.28,,,,0.21,A
146,HR1131,38Omi Per,56.0796,32.2883,3.83,STAR B1III,0.05,,0.0,,-0.75,B
147,HR1132,14    Tau,55.9467,19.665,6.14,STAR G8III,1.01,,,,0.74,G
148,HR1133,,56.1308,36.46,5.59,STAR A2,0.06,,0.01,,0.15,A
149,HR1134,Del For,55.5621,-31.9383,5.0,STAR B5IV,-0.16,,-0.15,,-0.6,B
150,HR1135,41Nu  Per,56.2983,42.5786,3.77,STAR F5II,0.42,,0.26,,0.31,F
151,HR1136,23Del Eri,55.8121,-9.7633,3.54,STAR K0IV,0.92,,0.5,e,0.69,K
152,HR1137,,56.1171,20.9286,6.1,STAR A0V,0.01,,,,0.06,A
153,HR1139,,55.8908,-10.4856,5.6,STAR A5,0.22,,0.12,,0.1,A
154,HR114,28    And,7.5304,29.7517,5.23,STAR A7III,0.24,,,,0.09,A
155,HR1140,16    Tau,56.2008,24.2894,5.46,STAR B7IV,-0.04,,-0.05,,-0.33,B
156,HR1141,,56.4971,45.6819,5.66,STAR B6V,-0.07,,,,-0.45,B
157,HR1142,17    Tau,56.2188,24.1133,3.7,STAR B6III,-0.11,,-0.1,e,-0.4,B
158,HR1143,,55.7088,-37.3136,4.59,STAR K2III,1.2,E,0.42,,1.31,K
159,HR1144,18    Tau,56.2904,24.8392,5.64,STAR B8V,-0.07,,-0.07,,-0.36,B
160,HR1145,19    Tau,56.3021,24.4672,4.3,STAR B6IV,-0.11,,-0.09,,-0.46,B
161,HR1146,24    Eri,56.1271,-1.1631,5.25,STAR B7V,-0.1,,,,-0.39,B
162,HR1147,,56.8842,55.9225,6.1,STAR B9V,-0.03,,,,-0.15,B
163,HR1148,Gam Cam,57.5896,71.3322,4.63,STAR A2IV,0.03,,0.04,,0.07,A
164,HR1149,20    Tau,56.4567,24.3678,3.87,STAR B8III,-0.07,,-0.06,v,-0.4,B
165,HR115,,7.4662,-14.8642,6.14,STAR F2III,0.37,,,,,F
166,HR1150,25    Eri,56.2354,-0.2967,5.55,STAR K4III,1.42,,,,1.72,K
167,HR1151,21    Tau,56.4767,24.5547,5.76,STAR B8V,-0.04,,-0.04,,-0.23,B
168,HR1152,22    Tau,56.5121,24.5281,6.43,STAR A0V,-0.02,,-0.02,,-0.15,A
169,HR1153,29    Tau,56.4183,6.05,5.35,STAR B3V,-0.12,,,,-0.61,B
170,HR1154,,54.125,-78.3231,6.29,STAR K2III,1.15,,,,1.03,K
171,HR1155,,57.38,65.5261,4.47,STAR M2II,1.88,,1.42,e,2.13,M
172,HR1156,23    Tau,56.5817,23.9483,4.18,STAR B6IV,-0.06,,-0.04,v,-0.42,B
173,HR1157,,56.0258,-40.6603,6.45,STAR K1III,1.06,E,0.38,,1.01,K
174,HR1158,,57.4029,63.2972,5.85,STAR A5V,0.18,,,,,A
175,HR1159,,56.5396,6.8031,5.91,STAR G9III,0.99,,,,0.76,G
176,HR116,,7.4538,-32.1167,6.57,STAR K4III,1.34,,,,,K
177,HR1160,,57.0762,50.7367,6.14,STAR B8V,0.06,,,,-0.32,B
178,HR1161,,57.3317,57.1181,6.46,STAR A0V,0.06,,,,0.02,B
179,HR1162,26Pi  Eri,56.5354,-12.1017,4.42,STAR M2III,1.63,,1.05,,2.01,M
180,HR1163,,56.9692,33.6,6.57,STAR B2V,0.08,,,,-0.61,B
181,HR1164,,56.9538,32.195,6.25,STAR G0,0.47,,,,,G
182,HR1165,25Eta Tau,56.8713,24.105,2.87,STAR B7III,-0.09,,-0.04,,-0.34,B
183,HR1166,,57.9242,68.5075,6.32,STAR B9IV,-0.08,,,,-0.23,B
184,HR1167,,56.2108,-48.0614,6.49,STAR G8III,1.02,,,,,G
185,HR1168,,56.1408,-54.2739,6.3,STAR K1III,1.04,,,,0.89,K
186,HR1169,,56.3158,-47.3597,5.73,STAR K1III,0.96,,,,,K
187,HR117,12    Cet,7.51,-3.9572,5.72,STAR M0III,1.56,,,,1.91,K
188,HR1170,,57.2842,43.9631,6.02,STAR A9IV,0.29,,,,0.09,A
189,HR1171,Sig For,56.6142,-29.3381,5.9,STAR A3V,0.12,,,,,A
190,HR1172,,57.0871,23.4211,5.45,STAR B8V,-0.07,,-0.06,,-0.32,B
191,HR1173,27Tau6Eri,56.7121,-23.2497,4.23,STAR F3III,0.42,,0.22,,0.0,F
192,HR1174,30    Tau,57.0679,11.1433,5.07,STAR B3V,-0.13,,,,-0.6,B
193,HR1175,Bet Ret,56.05,-64.8069,3.85,STAR K2III,1.13,,0.56,,1.1,K
194,HR1176,,57.5187,44.9678,5.66,STAR G2III,0.76,E,0.29,,,G
195,HR1177,42    Per,57.3858,33.0914,5.11,STAR A3V,0.07,,,,0.11,A
196,HR1178,27    Tau,57.2904,24.0533,3.63,STAR B8III,-0.09,,-0.05,,-0.36,B
197,HR1179,,56.8338,-29.9019,6.55,STAR F8V,0.49,,,,-0.03,F
198,HR118,,7.5946,-23.7878,5.19,STAR A5V,0.12,,,,,A
199,HR1180,28    Tau,57.2967,24.1367,5.09,STAR B8V,-0.08,,-0.07,v,-0.28,B
200,HR1181,28Tau7Eri,56.915,-23.8747,5.24,STAR A2,0.07,,,,0.15,A
201,HR1182,,57.1621,0.2278,5.91,STAR K3III,1.23,,,,1.31,K
202,HR1183,,57.4313,23.7117,6.17,STAR B8V,-0.05,,-0.05,,-0.19,B
203,HR1184,Rho For,56.9833,-30.1678,5.54,STAR G6III,0.98,,,,0.66,G
204,HR1185,,57.4792,22.2444,6.07,STAR B8III,-0.01,,-0.01,,-0.32,B
205,HR1186,,56.9567,-36.1058,6.21,STAR B8V,-0.1,,,,,B
206,HR1187,,57.1492,-20.9031,5.81,STAR K5III,1.64,,,,,K
207,HR1188,,57.5788,25.5794,5.26,STAR A2V,0.21,,,,0.08,A
208,HR1189,,57.1475,-37.6222,5.4,STAR A1V,0.01,,,,0.01,A
209,HR119,,7.6158,-40.9394,6.19,STAR F2III,0.33,,,,0.14,F
210,HR1190,,57.1496,-37.6206,4.73,STAR B9V,-0.03,,-0.04,,-0.07,B
211,HR1191,,57.9738,34.3592,5.77,STAR B1V,0.0,,,,-0.8,B
212,HR1193,,57.9025,22.0317,6.83,STAR K0III,,,,,,K
213,HR1194,,57.8158,13.0458,6.3,STAR B9,-0.07,,,,-0.48,B
214,HR1195,,57.3638,-36.2003,4.17,STAR G9II,0.95,,0.5,,0.69,G
215,HR1196,,59.1258,71.8217,6.34,STAR A5,0.3,,,,0.0,A
216,HR1197,,58.0179,31.1683,6.25,STAR A5V,0.2,,,,0.14,A
217,HR1198,,58.4113,48.6506,5.76,STAR K0III,1.05,,,,0.95,K
218,HR1199,31    Tau,58.0008,6.5347,5.67,STAR B5V,0.06,,,,-0.43,B
219,HR12,,1.945,-22.5089,5.94,STAR A2V,0.14,,,,0.06,A
220,HR120,,7.6087,-48.215,5.69,STAR F2V,0.35,,,,0.05,F
221,HR1200,,57.6567,-36.4253,6.86,STAR B9V,-0.04,,,,,B
222,HR1201,,58.2917,17.3269,5.97,STAR F4V,0.34,,0.17,,0.0,F
223,HR1202,30    Eri,58.1733,-5.3614,5.48,STAR B8V,-0.1,,,,-0.41,B
224,HR1203,44Zet Per,58.5329,31.8836,2.85,STAR B1I,0.12,,0.09,,-0.77,B
225,HR1204,,59.3563,63.0722,5.03,STAR B9V,-0.09,,-0.08,e,-0.16,B
226,HR1205,,59.2846,61.1089,5.0,STAR K3I,1.45,,,,1.26,K
227,HR1206,,58.3042,-18.4344,6.22,STAR,0.88,,,,,K
228,HR1207,,58.9925,47.8714,5.37,STAR B6V,-0.08,,,,-0.47,B
229,HR1208,Gam Hyi,56.8096,-74.2389,3.24,STAR M2III,1.62,,1.09,,1.99,M
230,HR1209,,58.8458,31.0458,6.1,STAR O9,0.29,,,v,-0.82,O
231,HR121,13    Cas,7.8554,66.5194,6.18,STAR B6V,-0.1,,,,-0.47,B
232,HR1210,43    Per,59.1521,50.6953,5.28,STAR F5IV,0.41,,,,0.0,F
233,HR1211,32    Eri,58.5725,-2.9528,6.14,STAR A2V,0.09,,,,0.07,A
234,HR1212,32    Eri,58.5729,-2.9547,4.79,STAR G8III,0.94,,0.4,,0.69,G
235,HR1213,33Tau8Eri,58.4275,-24.6125,4.65,STAR B6V,-0.13,,-0.14,,-0.48,B
236,HR1214,,58.4121,-34.7322,5.11,STAR B6V,-0.13,,,,,B
237,HR1215,,59.1196,35.0811,5.49,STAR B1V,-0.03,,,,-0.75,B
238,HR1216,,58.3887,-46.8936,5.93,STAR K2III,1.24,C,0.56,,1.35,K
239,HR1217,,58.8179,-12.0992,6.0,STAR A5,0.32,,,v,0.03,A
240,HR1218,32    Tau,59.2171,22.4781,5.63,STAR F2IV,0.3,,,,-0.02,F
241,HR1219,,58.5967,-40.3572,5.71,STAR K0III,0.6,,,,,G
242,HR122,,7.8567,33.5817,5.87,STAR K1III,1.14,,,,,K
243,HR1220,45Eps Per,59.4633,40.0103,2.89,STAR B0V,-0.18,,-0.18,,-0.99,B
244,HR1221,33    Tau,59.2658,23.1756,6.06,STAR B9IV,0.02,,,,-0.01,B
245,HR1222,,59.36,24.4619,6.16,STAR K0,1.37,,,,,K
246,HR1223,,59.5129,34.8144,6.53,STAR A8V,0.23,,,,,A
247,HR1224,,59.2571,6.04,6.09,STAR A2V,0.06,,,,0.05,A
248,HR1225,,59.1579,-9.7508,6.19,STAR F1V,0.28,,,,0.14,A
249,HR1226,,59.6213,38.8403,6.3,STAR,1.08,,,,0.98,K
250,HR1227,,58.6417,-52.6906,6.46,STAR A4V,0.16,,,,0.13,A
251,HR1228,46Xi  Per,59.7412,35.7911,4.04,STAR O7III,0.01,,-0.01,e,-0.92,O
252,HR1229,,59.9167,38.8206,6.38,STAR A1V,0.1,,,,0.13,A
253,HR123,14Lam Cas,7.9433,54.5222,4.73,STAR B8V,-0.1,,-0.12,,-0.35,B
254,HR1230,,62.5117,80.6986,5.1,STAR G8III,0.56,,,,0.3,G
255,HR1231,34Gam Eri,59.5075,-13.5086,2.95,STAR M0III,1.59,,1.0,e,1.96,M
256,HR1232,,59.7179,-5.47,5.83,STAR G9V,1.0,,,,0.85,K
257,HR1234,,60.3112,36.99,6.41,STAR A0V,-0.01,,,,-0.07,A
258,HR1235,,59.8754,-12.5742,5.6,STAR K5III,1.48,,,,1.76,K
259,HR1236,,59.0167,-63.4636,6.14,STAR K1III,1.1,,,,1.02,K
260,HR1237,,60.1538,17.2967,6.32,STAR A0V,0.06,,,,0.01,A
261,HR1238,,60.2033,18.1939,5.89,STAR F4V,0.32,,0.17,,0.04,F
262,HR1239,35Lam Tau,60.17,12.4903,3.47,STAR B3V,-0.12,,-0.09,,-0.62,B
263,HR124,,7.9217,52.8394,5.6,STAR K2III,1.15,,,,1.13,K
264,HR1240,36Tau9Eri,59.9813,-24.0164,4.66,STAR B6V,-0.13,,-0.13,,-0.42,A
265,HR1241,,61.5129,68.68,5.87,STAR K2III,1.54,,,,,K
266,HR1242,,61.1133,59.1556,5.06,STAR F0II,0.5,,0.39,,0.49,F
267,HR1243,,60.4421,9.9978,5.67,STAR B5V,0.02,,,,-0.41,B
268,HR1244,35    Eri,60.3833,-1.5497,5.28,STAR B5V,-0.15,,,,-0.55,B
269,HR1245,,59.6787,-57.1025,6.05,STAR F2IV,0.44,,,,-0.01,F
270,HR1246,,60.1696,-30.4908,5.93,STAR A2V,0.04,,,,,A
271,HR1247,Del Ret,59.6862,-61.4003,4.56,STAR M2III,1.62,,1.03,,1.96,M
272,HR1248,,61.6625,65.5208,6.17,STAR A3,0.14,,0.06,,0.17,A
273,HR1249,,60.6529,-0.2689,5.38,STAR F5V,0.5,,,,0.0,F
274,HR125,Lam1Phe,7.8542,-48.8036,4.77,STAR A0V,0.02,,,,0.04,A
275,HR1250,,60.0654,-51.5647,6.51,STAR M1III,1.64,E,0.96,,1.95,M
276,HR1251,38Nu  Tau,60.7892,5.9892,3.91,STAR A1V,0.03,,0.0,,0.07,A
277,HR1252,36    Tau,61.0904,24.1058,5.47,STAR G0III,0.86,,,,,K
278,HR1253,40    Tau,60.9358,5.4356,5.33,STAR B3V,-0.08,,,,-0.57,B
279,HR1254,,60.9858,8.1972,5.46,STAR F2V,0.37,,0.21,,0.0,F
280,HR1255,,61.6525,54.0086,6.31,STAR K0III,0.99,,,,0.75,K
281,HR1256,37    Tau,61.1738,22.0819,4.36,STAR K0III,1.07,,0.53,,0.95,K
282,HR1257,,61.0412,2.8269,5.36,STAR F6IV,0.5,,,,0.04,F
283,HR1258,,60.8529,-20.1442,6.46,STAR B2V,-0.18,,,,-0.8,B
284,HR1259,,60.9033,-20.1583,7.01,STAR K2II,1.22,,,,,K
285,HR126,Bet1Tuc,7.8863,-62.9581,4.37,STAR B9V,-0.07,,-0.07,,-0.17,B
286,HR1260,,61.9629,62.33,6.99,STAR B0III,0.42,,,,-0.5,B
287,HR1261,47Lam Per,61.6458,50.3514,4.29,STAR A0IV,0.02,,0.02,,-0.04,A
288,HR1262,39    Tau,61.3342,22.0089,5.9,STAR G5V,0.62,,,,0.12,G
289,HR1263,,61.0363,-16.5889,6.39,STAR K2,1.26,,,,,K
290,HR1264,Gam Ret,60.2242,-62.1594,4.51,STAR M4III,1.65,,1.45,,1.81,M
291,HR1265,,61.0946,-12.7925,5.61,STAR,1.08,,,,0.97,K
292,HR1266,Iot Ret,60.3258,-61.0789,4.97,STAR K4III,1.42,,0.73,,1.7,K
293,HR1267,,61.1708,-20.3817,6.13,STAR K0,1.16,,,,,K
294,HR1268,41    Tau,61.6517,27.6,5.2,STAR B9,-0.13,,,v,-0.47,A
295,HR1269,42Psi Tau,61.7521,29.0014,5.23,STAR F1V,0.34,,,,-0.04,F
296,HR127,Bet2Tuc,7.89,-62.9658,4.54,STAR A2V,0.15,,0.08,,0.03,A
297,HR1270,,62.365,59.9081,6.28,STAR G8II,1.14,,,,0.92,G
298,HR1271,,55.6338,-85.2622,6.41,STAR B9IV,-0.01,,,,-0.1,B
299,HR1272,,61.4854,-8.8561,6.26,STAR A3V,0.06,,,,0.09,A
300,HR1273,48    Per,62.1654,47.7125,4.04,STAR B3V,-0.03,,-0.02,,-0.55,B
301,HR1274,,61.4446,-20.5122,6.34,STAR G5,0.92,,,,,G
302,HR1275,,61.4058,-27.6517,5.59,STAR F1IV,0.31,,,,0.05,F
303,HR1276,,62.3433,54.8289,6.18,STAR F5V,,,,,,F
304,HR1277,49    Per,62.0638,37.7278,6.09,STAR K1III,0.95,,,,0.75,K
305,HR1278,50    Per,62.1525,38.0397,5.51,STAR F7V,0.46,,,,-0.03,F
306,HR1279,,61.925,15.1628,6.01,STAR F3V,0.4,,0.21,,0.02,F
307,HR128,,8.1117,43.4947,6.7,STAR A1V,-0.01,,,,-0.2,A
308,HR1280,,61.9975,17.3397,5.89,STAR K5III,1.5,,,,,K
309,HR1281,,63.4371,72.1264,6.03,STAR K1III,1.01,,,,,K
310,HR1282,,63.215,68.5017,6.32,STAR K0,1.18,,,,,K
311,HR1283,43Ome1Tau,62.2917,19.6092,5.5,STAR K2III,1.07,,,,,K
312,HR1284,,62.2567,13.3983,5.95,STAR B9V,0.05,,,,-0.06,B
313,HR1285,,61.8546,-42.9169,6.59,STAR K0III,0.93,C,0.44,,0.61,K
314,HR1286,,62.7458,33.5867,5.72,STAR K1II,1.44,,0.79,,1.47,K
315,HR1287,44    Tau,62.7079,26.4808,5.41,STAR F2IV,0.34,,,,0.06,F
316,HR1288,,62.3242,-16.3858,5.37,STAR B4V,-0.15,,,,-0.53,B
317,HR1289,,67.0542,83.8078,5.57,STAR B5V,-0.13,,,,-0.51,B
318,HR129,,8.3304,70.9817,6.42,STAR A0V,-0.01,,,,-0.06,A
319,HR1290,37    Eri,62.5938,-6.9239,5.44,STAR G8III,0.94,,,,0.67,G
320,HR1291,,62.1413,-45.8647,6.59,STAR F2V,0.38,C,0.22,,0.0,F
321,HR1292,45    Tau,62.8346,5.5231,5.72,STAR F4V,0.36,,0.19,,0.01,F
322,HR1293,,62.6987,-8.8197,5.7,STAR,1.06,,,,0.93,K
323,HR1294,,61.84,-64.2225,6.38,STAR G3V,0.64,,,,0.11,G
324,HR1295,,63.1308,17.2775,6.09,STAR K0III,1.08,,,,0.96,K
325,HR1296,,63.7575,57.4603,6.08,STAR A4III,0.61,,,,0.5,A
326,HR1297,,63.2133,22.4136,6.12,STAR B9III,0.19,,,v,-0.27,B
327,HR1298,38Omi1Eri,62.9663,-6.8375,4.04,STAR F2II,0.33,,0.16,,0.13,F
328,HR1299,,62.6908,-35.2739,6.44,STAR K1III,1.07,,0.56,,0.96,K
329,HR13,,2.0146,-33.5294,5.68,STAR K1III,1.12,,,,,K
330,HR130,15Kap Cas,8.25,62.9317,4.16,STAR B1I,0.14,,0.06,e,-0.8,B
331,HR1300,,62.9008,-20.3561,5.79,STAR A2,0.18,,0.05,,0.09,A
332,HR1301,,63.4983,37.9669,6.45,STAR G9III,,,,,,G
333,HR1302,Del Hor,62.7108,-41.9936,4.93,STAR A9V,0.33,,0.21,,0.07,F
334,HR1303,51Mu  Per,63.7246,48.4094,4.14,STAR G0I,0.95,,0.54,,0.64,G
335,HR1304,,67.5004,83.3406,5.46,STAR G8III,0.87,,,,0.46,G
336,HR1305,,64.2233,61.8503,5.7,STAR B5V,-0.14,,,,-0.51,B
337,HR1306,52    Per,63.7221,40.4836,4.71,STAR G5I,1.01,,0.57,,0.65,G
338,HR1307,,63.395,10.2122,6.23,STAR B8V,0.05,,,,-0.33,B
339,HR1308,,63.3804,8.8906,6.51,STAR A2,0.16,,,,0.13,A
340,HR1309,46    Tau,63.3879,7.7161,5.29,STAR F2V,0.36,,0.19,,0.01,F
341,HR131,52    Psc,8.1479,20.2944,5.38,STAR K0III,1.08,,,,0.96,K
342,HR1310,,63.4579,12.7533,6.25,STAR K0,1.16,E,0.39,,1.12,K
343,HR1311,47    Tau,63.485,9.2636,4.84,STAR G5III,0.8,,0.45,,0.5,G
344,HR1312,,63.4092,-1.1497,6.44,STAR B5IV,-0.13,,,,-0.56,B
345,HR1313,,64.2842,57.8606,5.71,STAR K1III,1.09,,,,,K
346,HR1314,,64.1796,53.6119,5.19,STAR A2V,0.05,,,,,A
347,HR1315,,63.6512,10.0111,5.22,STAR B9V,-0.1,,,,-0.34,B
348,HR1316,,63.1317,-44.3683,6.71,STAR K3III,1.48,C,0.71,,1.81,K
349,HR1317,,66.7617,80.8242,5.43,STAR,1.17,,,,,G
350,HR1318,39    Eri,63.5988,-10.2564,4.87,STAR K3III,1.17,,0.57,,1.15,K
351,HR1319,48    Tau,63.9429,15.4006,6.32,STAR F5V,0.4,,0.21,,0.02,F
352,HR132,51    Psc,8.0992,6.9556,5.67,STAR B9V,0.0,,,,-0.17,B
353,HR1320,49Mu  Tau,63.8838,8.8922,4.29,STAR B3IV,-0.06,,-0.06,,-0.53,B
354,HR1321,,63.8575,6.1997,6.93,STAR G5IV,0.7,,,,0.22,G
355,HR1322,,63.8717,6.1867,6.31,STAR G0IV,0.59,,,,0.05,G
356,HR1323,,63.3988,-40.3578,6.37,STAR K3III,1.46,,,,,K
357,HR1324,,64.5608,50.2956,4.61,STAR A2V,0.04,,0.05,,0.03,A
358,HR1325,40Omi2Eri,63.8179,-7.6528,4.43,STAR K1V,0.82,,0.45,,0.45,K
359,HR1326,Alp Hor,63.5004,-42.2944,3.86,STAR K1III,1.1,,0.59,,1.0,K
360,HR1327,,65.1679,65.1406,5.27,STAR G5II,0.81,,0.43,,0.47,G
361,HR1328,,64.5342,42.1411,6.22,STAR B9V,-0.08,,,,-0.29,B
362,HR1329,50Ome2Tau,64.315,20.5786,4.94,STAR A3,0.26,,0.12,,0.11,A
363,HR133,,8.1438,27.5806,6.67,STAR A2IV,,,,,,A
364,HR1330,,64.8054,50.0489,5.45,STAR A7V,0.22,,,,0.12,A
365,HR1331,51    Tau,64.5967,21.5792,5.65,STAR F0V,0.28,,0.16,,0.08,F
366,HR1332,,64.33,-6.4719,5.94,STAR,1.08,,,,0.94,K
367,HR1333,,65.0479,50.9208,5.55,STAR B1IV,-0.01,,,,-0.75,B
368,HR1334,,64.6021,9.4867,6.54,STAR A4III,0.16,,,,0.17,A
369,HR1335,,65.4483,60.7356,5.39,STAR M0III,1.49,,,,1.81,M
370,HR1336,Alp Ret,63.6063,-62.4739,3.35,STAR G8II,0.91,,0.44,,0.63,G
371,HR1337,,65.06,41.8081,5.92,STAR K0III,0.94,,,,,K
372,HR1338,Gam Dor,64.0067,-51.4867,4.25,STAR F4III,0.3,,0.16,,0.03,F
373,HR1339,53    Tau,64.8587,21.1422,5.35,STAR B9IV,-0.08,,,,-0.25,B
374,HR134,,8.2046,28.2803,6.3,STAR K0III,1.0,,,,0.73,G
375,HR1340,,63.7029,-62.1919,5.45,STAR K0III,1.1,E,0.39,,1.03,K
376,HR1341,56    Tau,64.9029,21.7736,5.38,STAR A0,-0.14,,,,-0.39,A
377,HR1342,,65.4658,56.5067,5.88,STAR A3V,,,,,,A
378,HR1343,54    Per,65.1025,34.5667,4.93,STAR G8III,0.94,,,,0.69,G
379,HR1344,,65.0417,31.9533,6.16,STAR K5,1.71,,,,,K
380,HR1345,,64.5663,-20.7156,6.0,STAR G8III,1.67,,,,1.82,M
381,HR1346,54Gam Tau,64.9483,15.6275,3.65,STAR K0III,0.99,,0.47,,0.82,G
382,HR1347,41Ups4Eri,64.4737,-33.7983,3.56,STAR B9V,-0.12,,-0.11,,-0.37,B
383,HR1348,52Phi Tau,65.0888,27.3508,4.95,STAR K1III,1.15,,,,1.08,K
384,HR1349,,64.9062,10.1214,6.31,STAR K0,1.43,,,,1.6,K
385,HR135,,8.2933,54.895,5.93,STAR K0III,1.04,,,,0.84,K
386,HR1350,53    Per,65.3883,46.4989,4.85,STAR B4IV,-0.03,,-0.05,,-0.52,B
387,HR1351,57    Tau,64.9904,14.0353,5.59,STAR F0IV,0.28,,0.16,,0.08,F
388,HR1352,,65.7412,59.6164,6.19,STAR A4V,,,,,,A
389,HR1353,,64.6558,-22.9703,6.07,STAR A0,0.3,,0.14,,0.2,A
390,HR1354,,65.1046,18.7425,6.12,STAR F3V,0.37,,0.2,,0.02,F
391,HR1355,Eps Ret,64.1204,-59.3019,4.44,STAR K2IV,1.08,,0.53,,1.07,K
392,HR1356,58    Tau,65.1513,15.0953,5.26,STAR F0V,0.22,,0.12,,0.1,F
393,HR1357,,64.0879,-60.9486,6.37,STAR A0,0.07,,,,0.01,A
394,HR1359,,64.7625,-33.905,6.37,STAR A3V,0.13,,,,0.11,A
395,HR136,Bet3Tuc,8.1825,-63.0311,5.09,STAR A0V,0.04,,,,0.02,A
396,HR1360,,65.1717,6.1308,5.77,STAR G8III,0.92,,,,0.68,G
397,HR1361,,65.2042,9.2256,6.53,STAR A4V,0.15,,,,0.11,A
398,HR1362,,65.1612,-6.2456,6.27,STAR G8IV,0.91,,,,0.56,K
399,HR1363,,65.1783,-7.5925,5.85,STAR B5III,-0.13,,,,-0.49,B
400,HR1364,,64.8192,-44.2681,5.34,STAR K2III,1.08,C,0.51,,0.95,K
401,HR1365,,64.6667,-52.86,6.09,STAR F7IV,0.49,,,,,F
402,HR1366,,65.3629,-0.0981,5.86,STAR K3III,1.32,,,,1.52,K
403,HR1367,,65.1625,-20.6397,5.38,STAR A2V,-0.02,,,,,A
404,HR1368,60    Tau,65.5146,14.0772,5.72,STAR A3,0.32,,0.17,,0.1,A
405,HR1369,59Chi Tau,65.6454,25.6292,5.37,STAR B9V,-0.05,,,,-0.08,B
406,HR137,16    Cas,8.6038,66.7503,6.48,STAR B9III,-0.08,,,,-0.32,B
407,HR1370,,65.595,20.8214,5.91,STAR M0III,1.66,,,,,M
408,HR1371,,65.8996,42.4281,6.23,STAR A1,0.0,,,,-0.15,B
409,HR1373,61Del1Tau,65.7337,17.5425,3.76,STAR K0III,0.98,,0.47,,0.82,G
410,HR1374,,65.3804,-25.7283,6.01,STAR F0IV,0.35,,,,0.0,F
411,HR1375,,65.885,20.9822,5.99,STAR B8IV,0.03,,,,-0.26,B
412,HR1376,63    Tau,65.8542,16.7772,5.64,STAR A1,0.3,,0.16,,0.13,A
413,HR1377,55    Per,66.1217,34.1306,5.73,STAR B8V,-0.06,,,,-0.34,B
414,HR1378,62    Tau,65.9992,24.3011,6.36,STAR B3V,0.17,,,,-0.35,B
415,HR138,,8.4213,-29.5583,5.55,STAR K2III,1.27,,,,1.23,K
416,HR1380,64Del2Tau,66.0242,17.4439,4.8,STAR A7V,0.15,,0.07,,0.12,A
417,HR1381,66    Tau,65.9662,9.4608,5.12,STAR A3V,0.07,,0.05,,0.11,A
418,HR1382,,66.7538,57.5853,6.32,STAR A0III,0.04,,,,0.02,A
419,HR1383,42Xi  Eri,65.92,-3.7456,5.17,STAR A2V,0.08,,0.03,,0.08,A
420,HR1384,,65.7738,-24.8922,5.83,STAR K5,1.51,,,,,K
421,HR1385,,66.2379,19.0417,5.98,STAR F4V,0.37,,0.22,,0.04,F
422,HR1386,,65.7821,-35.545,6.39,STAR K1III,1.24,,,,,K
423,HR1387,65Kap1Tau,66.3421,22.2939,4.22,STAR A7IV,0.13,,0.05,,0.13,A
424,HR1388,67Kap2Tau,66.3542,22.1997,5.28,STAR A7V,0.25,,0.14,,0.1,F
425,HR1389,68Del3Tau,66.3725,17.9281,4.29,STAR A2IV,0.05,,0.01,,0.08,A
426,HR139,The Tuc,8.3471,-71.2661,6.13,STAR A7IV,0.23,,,,0.2,A
427,HR1390,,66.5263,31.4389,5.28,STAR K1III,0.97,,,,0.8,K
428,HR1391,70    Tau,66.4054,15.9408,6.46,STAR F7V,0.49,,0.25,,0.02,F
429,HR1392,69Ups Tau,66.5771,22.8136,4.28,STAR A8V,0.26,,0.14,,0.14,A
430,HR1393,43    Eri,66.0092,-34.0169,3.96,STAR K4III,1.49,,0.83,,1.8,K
431,HR1394,71    Tau,66.5867,15.6183,4.49,STAR F0V,0.25,,0.15,,0.14,F
432,HR1395,Eta Ret,65.4721,-63.3864,5.24,STAR G8III,0.96,,,,0.69,G
433,HR1396,73Pi  Tau,66.6517,14.7136,4.69,STAR G7III,0.98,,0.51,,0.72,G
434,HR1397,,66.5879,8.5903,6.06,STAR B6IV,0.02,,,,-0.42,B
435,HR1398,,66.235,-34.7578,6.55,STAR F2III,0.44,,,,,F
436,HR1399,72    Tau,66.8229,22.9964,5.53,STAR B7V,-0.1,,,,-0.48,B
437,HR14,,2.0504,-2.4478,6.07,STAR K2III,1.38,,,,1.14,K
438,HR140,,8.6158,-52.3731,5.57,STAR F3IV,0.47,,,,0.0,F
439,HR1400,,66.7529,2.0794,6.23,STAR K1III,1.09,,,,1.03,K
440,HR1401,,68.3779,72.5286,5.94,STAR A8,0.3,,,,0.18,A
441,HR1403,,67.0033,21.62,5.72,STAR A0,0.27,,0.14,,0.1,A
442,HR1404,,66.3296,-44.1608,6.39,STAR F6V,0.44,,,,,F
443,HR1405,,66.0508,-57.0714,6.29,STAR G4V,0.66,,,,0.19,G
444,HR1406,,67.2162,30.3614,6.4,STAR F7V,0.52,,,,0.08,F
445,HR1407,75    Tau,67.11,16.3597,4.97,STAR K2III,1.13,,,v,1.1,K
446,HR1408,76    Tau,67.0975,14.7408,5.9,STAR F0IV,0.32,,0.19,,0.06,F
