name,spectral_type
HR  5032, K2II-III"
HR  5033, A2/3V"
HR  5034, B3/5"
HR  5035, B3V"
HR  5036, B2Ib"
HR  5037, A0V"
HR  5038, A4V"
HR  5039, B5V"
HR   504, K5III"
HR  5040, kA3hA6mA7"
HR  5041, G5IIb"
HR  5042, K0III"
HR  5043, M2III"
HR  5044, K0III"
HR  5045, A7m"
HR  5046, G8III"
HR  5047, K4III"
HR  5048, F3IV"
HR  5049, ApHg(Mn)"
HR   505, K2/3III"
HR  5050, K2V"
HR  5051, B9V"
HR  5052, M4III"
HR  5053, K0III"
HR  5054, A1.5Vas"
HR  5055, kA1h(eA)mA7IV-V"
HR  5056, B1V"
HR  5057, A3IV"
HR  5058, K0.5IIIbBa3"
HR  5059, A8V"
HR   506, F9V"
HR  5060, K3III"
HR  5061, A0III/IV"
HR  5062, A5V+M3-4V"
HR  5063, B3III/IV"
HR  5064, K5III"
HR  5065, G8/K0III"
HR  5066, B8pSi"
HR  5067, K0III:"
HR  5068, K0III-IIIbCN1.5CH0.5"
HR  5069, ApSrEuCr"
HR   507, K4III"
HR  5070, G6V"
HR  5071, A1V"
HR  5072, G4Va"
HR  5073, M1III"
HR  5074, F0"
HR  5075, F0"
HR  5076, F0"
HR  5077, G8III"
HR  5078, K1IIICNII"
HR  5079, F1IV"
HR   508, G3Va"
HR  5080, M6-9e"
HR  5081, K0III"
HR  5082, F8VFe-0.9"
HR  5083, F0IV"
HR  5084, A2mA5-A8"
HR  5085, A1Vn"
HR  5086, K5V"
HR  5087, K0"
HR  5088, F0IV"
HR  5089, G8II/III"
HR   509, G8V"
HR  5090, A1V"
HR  5091, G3IIIbFe-1CH1"
HR  5092, K1III"
HR  5093, A0V"
HR  5094, A7IV/V"
HR  5095, M2.5III"
HR  5096, K2III"
HR  5097, A2V"
HR  5098, F5IV"
HR  5099, K1.5IIIb:"
HR    51, B8.5V"
HR   510, G8III"
HR  5100, G8III"
HR  5101, M6-7e"
HR  5102, G8II-III"
HR  5103, B8III"
HR  5104, K2III"
HR  5105, ApEuCrSr"
HR  5106, A0V"
HR  5107, A2Van"
HR  5108, A8V"
HR  5109, A0V"
HR   511, K0V"
HR  5110, A6m"
HR  5111, K0III"
HR  5112, A4V"
HR  5113, F6V"
HR  5114, K0III"
HR  5115, B8IV"
HR  5116, A8.5III"
HR  5117, K0III"
HR  5118, G8/K0III"
HR  5119, K3III"
HR   512, G1V"
HR  5120, A7V+A"
HR  5121, B8V"
HR  5122, K1III"
HR  5123, M3"
HR  5124, G5Ib"
HR  5125, K0III"
HR  5126, K1III"
HR  5127, A7III+A8V:"
HR  5128, F3V"
HR  5129, A9Vs"
HR   513, K5III"
HR  5130, F2III/IV"
HR  5131, K5III:"
HR  5132, B1III"
HR  5133, M2.5II"
HR  5134, M6III"
HR  5135, M3/4III"
HR  5136, K2/3III"
HR  5137, K2II-III"
HR  5138, F0V"
HR  5139, K2III"
HR   514, F1V+K1V"
HR  5140, B9III"
HR  5141, B8.5Vn+A2.5Va"
HR  5142, A2Vnp"
HR  5143, G8II-III"
HR  5144, A1V"
HR  5145, K3III"
HR  5146, A1V"
HR  5147, K5-M4e"
HR  5148, F7.7V"
HR  5149, K0III"
HR   515, A9III"
HR  5150, M1+III"
HR  5151, B1/2II"
HR  5152, M0III"
HR  5153, A2IVpSrCr"
HR  5154, M2III"
HR  5155, K0III"
HR  5156, F2V"
HR  5157, B7V"
HR  5158, ApSiCr"
HR  5159, K2IIIb:CN0.5"
HR   516, G6/8III"
HR  5160, G6III"
HR  5161, G5III-IIIbFe-0.5"
HR  5162, A2V"
HR  5163, A0V"
HR  5164, K4III"
HR  5165, G0II:"
HR  5166, K3III"
HR  5167, A0V"
HR  5168, F2V"
HR  5169, A1V"
HR   517, F2V"
HR  5170, A0V"
HR  5171, G8Ia+"
HR  5172, G8/K0III"
HR  5173, G8III"
HR  5174, A0V"
HR  5175, A3mA5-F0"
HR  5176, K2III"
HR  5177, F7IV-V"
HR  5178, K3III"
HR  5179, A5V"
HR   518, F6V"
HR  5180, G9III"
HR  5181, M2III"
HR  5182, A7V:+G5III:"
HR  5183, G0V"
HR  5184, G7III"
HR  5185, F7IV-V"
HR  5186, K0III"
HR  5187, A0VpSrCrEu"
HR  5188, K2III:CN-1CH-2.5"
HR  5189, F9V"
HR   519, M2III"
HR  5190, B2V"
HR  5191, B3V"
HR  5192, M5-III:"
HR  5193, B2Vnpe"
HR  5194, K5/M0III"
HR  5195, K0III"
HR  5196, K0+IIIb"
HR  5197, A0V"
HR  5198, K1III"
HR  5199, M6.5-9e"
HR    52, K5"
HR   520, A1V"
HR  5200, K5.5III"
HR  5201, K4III"
HR  5202, F6IV/V"
HR  5203, G9III"
HR  5204, A7IV-V"
HR  5205, K0"
HR  5206, B2III"
HR  5207, B8V"
HR  5208, F6V"
HR  5209, G5Va"
HR   521, K0III"
HR  5210, B5III+B9IV"
HR  5211, B9IV"
HR  5212, F5/6V"
HR  5213, G3V"
HR  5214, A3Va"
HR  5215, M2III"
HR  5216, A3V"
HR  5217, B4III"
HR  5218, K2III"
HR  5219, M3-IIIa"
HR   522, B9.5V"
HR  5220, A1V"
HR  5221, B5IVp"
HR  5222, F3V"
HR  5223, B2Ve"
HR  5224, K0III"
HR  5225, G5III"
HR  5226, M3.5III"
HR  5227, K2IV"
HR  5228, K2III"
HR  5229, A8IV"
HR   523, F8V"
HR  5230, B9V"
HR  5231, B2.5IV"
HR  5232, K1/2II/III"
HR  5233, F7/8V"
HR  5234, A1V"
HR  5235, G0IV"
HR  5236, G8VCH+0.3CaIwk"
HR  5237, G6/8III"
HR  5238, A0V"
HR  5239, K1III"
HR   524, K5/M0III"
HR  5240, B9III"
HR  5241, K1.5IIIb:"
HR  5242, K0III"
HR  5243, F6V"
HR  5244, A5IV/V"
HR  5245, F4IV-V"
HR  5246, K2/3III"
HR  5247, K3III"
HR  5248, B2IV"
HR  5249, B2IV-V"
HR   525, G8III"
HR  5250, B8V"
HR  5251, G8/K0III"
HR  5252, F0/2III/IV"
HR  5253, F2III"
HR  5254, K5III"
HR  5255, A0Vs"
HR  5256, K3V"
HR  5257, F6V"
HR  5258, F6V"
HR  5259, K1III"
HR   526, A3V"
HR  5260, F7II/III"
HR  5261, M6.5III:"
HR  5262, A2V"
HR  5263, A7III"
HR  5264, A2IV/V"
HR  5265, K2/3III"
HR  5266, K2III"
HR  5267, B1III"
HR  5268, F5V"
HR  5269, ApSi"
HR   527, K0III"
HR  5270, G8:III:Fe-5"
HR  5271, K2III"
HR  5272, F3IV"
HR  5273, G6V"
HR  5274, G9III"
HR  5275, F4V"
HR  5276, K3III"
HR  5277, K1III+G"
HR  5278, A5III/IV"
HR  5279, F9.5V"
HR   528, K0III"
HR  5280, A2V"
HR  5281, B0Ia"
HR  5282, K5"
HR  5283, K0IV"
HR  5284, A1/2V"
HR  5285, B2V"
HR  5286, G8III"
HR  5287, K2-IIIFe-0.5"
HR  5288, K0-IIIb"
HR  5289, G8/K0III"
HR   529, F5IV"
HR  5290, F2III"
HR  5291, A0III"
HR  5292, B3V+B8V"
HR  5293, K4II"
HR  5294, B9V"
HR  5295, A6IV"
HR  5296, B8V"
HR  5297, G9-III"
HR  5298, K0III"
HR  5299, M4.5III"
HR    53, A1Vn"
HR   530, G3III+A3IV"
HR  5300, M1.5III"
HR  5301, M2IIIa"
HR  5302, K0III"
HR  5303, A2mA7-F2"
HR  5304, F8V"
HR  5305, A7V"
HR  5306, K2IIp"
HR  5307, F6V"
HR  5308, K5III"
HR  5309, K2III"
HR   531, F0V"
HR  5310, K4III"
HR  5311, B5V"
HR  5312, K2III"
HR  5313, ApSi"
HR  5314, K0III"
HR  5315, K2.5IIIFe-0.5"
HR  5316, B4Vne"
HR  5317, F6V"
HR  5318, G8III"
HR  5319, K3III"
HR   532, K2/3III"
HR  5320, B2III/IV"
HR  5321, K3-IIIbFe-0.5"
HR  5322, F8V"
HR  5323, F8V"
HR  5324, A1V"
HR  5325, G0V"
HR  5326, M4-6e"
HR  5327, B9IVe"
HR  5328, F2V"
HR  5329, A7IV"
HR   533, B1.5V"
HR  5330, K0III"
HR  5331, M3III"
HR  5332, A0V"
HR  5333, A7V"
HR  5334, M2III"
HR  5335, K3III:"
HR  5336, B3V"
HR  5337, F0V"
HR  5338, F7III"
HR  5339, K2III"
HR   534, F0Vs"
HR  5340, K1.5IIIFe-0.5"
HR  5341, A7IV/V"
HR  5342, A0V"
HR  5343, A8V"
HR  5344, K0III"
HR  5345, A4V"
HR  5346, F8V"
HR  5347, F2IV"
HR  5348, A9IV/V"
HR  5349, A5/7mA7-F2"
HR   535, F9VFe-0.5"
HR  5350, A7V"
HR  5351, A0Va_lB"
HR  5352, M3III"
HR  5353, G5/6V"
HR  5354, B2.5IV"
HR  5355, ApSi(Cr)"
HR  5356, F9VFe-1.5CH-0.7"
HR  5357, A2Vn"
HR  5358, B5II"
HR  5359, A1V"
HR   536, B9pHgMn"
HR  5360, A2IV"
HR  5361, K0III"
HR  5362, G8III"
HR  5363, F5"
HR  5364, F0IV"
HR  5365, F5IV"
HR  5366, G9IIICN-0.5"
HR  5367, A0IV"
HR  5368, A7Vn"
HR  5369, G9IV"
HR   537, K0III"
HR  5370, K3III"
HR  5371, G9III"
HR  5372, A5Vn"
HR  5373, A2V"
HR  5374, A5III"
HR  5375, B2II/III"
HR  5376, B8V"
HR  5377, K2III"
HR  5378, B2V"
HR  5379, A1Iab/b"
HR   538, A3V"
HR  5380, K1III"
HR  5381, K4III"
HR  5382, A3V"
HR  5383, K0III"
HR  5384, G1.5V"
HR  5385, F2V"
HR  5386, A0V"
HR  5387, F5V"
HR  5388, A3V"
HR  5389, K0/1III"
HR   539, K0.5III"
HR  5390, K0III"
HR  5391, K3III"
HR  5392, A3V"
HR  5393, F3IV"
HR  5394, K4III"
HR  5395, B2IV"
HR  5396, F7"
HR  5397, A1/2V"
HR  5398, K2III"
HR  5399, K0III"
HR    54, K3III"
HR   540, A3III"
HR  5400, B9V"
HR  5401, A1mA5/7-F2"
HR  5402, K2III:"
HR  5403, A0II/III"
HR  5404, F7V"
HR  5405, kA7hA8mF2(III)((Sr))"
HR  5406, A1V"
HR  5407, B7/8V"
HR  5408, K1III"
HR  5409, G2IV"
HR   541, F0VkA2mA2_lB"
HR  5410, K4/5III"
HR  5411, F1IV"
HR  5412, B8V"
HR  5413, A2Vs+A2Vs"
HR  5414, A1V"
HR  5415, A1V"
HR  5416, K0III"
HR  5417, K3III"
HR  5418, A5IV/V"
HR  5419, K1III"
HR   542, B3Vp_sh"
HR  5420, G4III-IVFe-1"
HR  5421, F5Ib/II"
HR  5422, A0Vs(Si)"
HR  5423, G5VCH0.3"
HR  5424, K4III"
HR  5425, B1/B2V"
HR  5426, F5IV"
HR  5427, K0III"
HR  5428, K0III"
HR  5429, K3-III"
HR   543, K1III"
HR  5430, K4-III"
HR  5431, A2IV"
HR  5432, K2III"
HR  5433, A7Vn"
HR  5434, F2IV"
HR  5435, A7IV+(n)"
HR  5436, F4IV"
HR  5437, F0III"
HR  5438, A3V"
HR  5439, B7V"
HR   544, F5III"
HR  5440, B2Ve"
HR  5441, F8IVw"
HR  5442, K5III"
HR  5443, F8.5VFe-0.6"
HR  5444, K3III"
HR  5445, F5V"
HR  5446, K1III"
HR  5447, F4VkF2mF1"
HR  5448, K5III"
HR  5449, B8V"
HR   545, A0Vnp_lB"
HR  5450, G8III"
HR  5451, F6V"
HR  5452, M1III"
HR  5453, B3/4V"
HR  5454, K0"
HR  5455, F6V"
HR  5456, K3III"
HR  5457, F8V"
HR  5458, F5IV/V"
HR  5459, G2V"
HR   546, A2IVpSiSrCr"
HR  5460, K1V"
HR  5461, K0/1II"
HR  5462, K2III:"
HR  5463, A7VpSrCrEu"
HR  5464, K4III"
HR  5465, F5V"
HR  5466, B9.5III"
HR  5467, A1V"
HR  5468, A1V"
HR  5469, B1.5III"
HR   547, F0V"
HR  5470, K3IIICN0.5"
HR  5471, B2.5V"
HR  5472, G0V"
HR  5473, F0V"
HR  5474, B8V"
HR  5475, B9IIIpHgMnSi"
HR  5476, A6V"
HR  5477, ~"
HR  5478, ~"
HR  5479, K3III"
HR   548, B5III"
HR  5480, G7IIIa"
HR  5481, G8III"
HR  5482, A9III/IV"
HR  5483, G8III-IV"
HR  5484, A0IVe"
HR  5485, K3IIIb"
HR  5486, K0III"
HR  5487, F2V"
HR  5488, B2III"
HR  5489, A0IVnn"
HR   549, G8.5IIIb"
HR  5490, M3-III"
HR  5491, A2mA7-F2"
HR  5492, F3V"
HR  5493, K4III"
HR  5494, A1V"
HR  5495, G8III"
HR  5496, M1III"
HR  5497, F0VSr+G1V"
HR  5498, A1III/IV"
HR  5499, K0III"
HR    55, B8Vnn"
HR   550, F0IV"
HR  5500, B2V"
HR  5501, B9.5V"
HR  5502, G8.5III"
HR  5503, K2III"
HR  5504, G1V"
HR  5505, A0V"
HR  5506, K0-II-III"
HR  5507, K0"
HR  5508, K3III"
HR  5509, G8III"
HR   551, K2"
HR  5510, M1III"
HR  5511, A0IIInn"
HR  5512, M5+IIIab"
HR  5513, K4/5III"
HR  5514, B9IV/V"
HR  5515, K1III"
HR  5516, G8/K0III"
HR  5517, B9.5V"
HR  5518, K1IIICN0.5"
HR  5519, M5III"
HR   552, K0"
HR  5520, G7III"
HR  5521, K3III+G"
HR  5522, A0IV"
HR  5523, ApSrEuCr"
HR  5524, F4V"
HR  5525, G8/K0III"
HR  5526, K2.5IIIbFe-1:"
HR  5527, F8II"
HR  5528, B5IV"
HR  5529, F2V"
HR   553, kA4hA5mA5Va"
HR  5530, F3V"
HR  5531, kA2hA5mA4IV-V"
HR  5532, A4V"
HR  5533, F6IVs"
HR  5534, F9IV-V"
HR  5535, K0III/IV"
HR  5536, K4III"
HR  5537, F3V"
HR  5538, F8V+F7V"
HR  5539, B2/3Vn"
HR   554, K1/2III"
HR  5540, K4III:"
HR  5541, K0III"
HR  5542, G0/1V"
HR  5543, B7IIIp"
HR  5544, G7Ve+K5Ve"
HR  5545, G8Ib"
HR  5546, K2III"
HR  5547, G8II"
HR  5548, K2/3III"
HR  5549, K2III"
HR   555, M4III"
HR  5550, F4IV+G1IV"
HR  5551, B2III"
HR  5552, K4III"
HR  5553, K0.5V"
HR  5554, K0III"
HR  5555, B9V"
HR  5556, A1IV/V"
HR  5557, B9.5V"
HR  5558, A0V"
HR  5559, B9V"
HR   556, M0III"
HR  5560, M2III"
HR  5561, A0/1V"
HR  5562, K3III"
HR  5563, K4-III"
HR  5564, K4III"
HR  5565, B9V"
HR  5566, G4V"
HR  5567, A0V"
HR  5568, K4V"
HR  5569, A2V"
HR   557, K0III"
HR  5570, F2V"
HR  5571, B2III"
HR  5572, K1III"
HR  5573, K1III"
HR  5574, A1V"
HR  5575, G5III:"
HR  5576, B2IV"
HR  5577, A5/7IV"
HR  5578, K2III"
HR  5579, B7V"
HR   558, A3V"
HR  5580, F7II"
HR  5581, F8-V"
HR  5582, K3-IIICN2"
HR  5583, F7V"
HR  5584, M2.5III"
HR  5585, K2/3III"
HR  5586, A0V"
HR  5587, A8/9III/IV"
HR  5588, F1III-IV"
HR  5589, M4.5III"
HR   559, G8III"
HR  5590, K4/5III"
HR  5591, A4IV"
HR  5592, K0"
HR  5593, G8III"
HR  5594, M0.5IIb"
HR  5595, B3V"
HR  5596, F9V"
HR  5597, A0VspSiSrCr"
HR  5598, K4III"
HR  5599, A4/5IV/V"
HR    56, A2VpSi"
HR   560, F9V"
HR  5600, K4III"
HR  5601, K0+IIIbFe-0.5"
HR  5602, G8IIIaFe-0.5"
HR  5603, M2.5III"
HR  5604, M6III"
HR  5605, B5V"
HR  5606, B5IV"
HR  5607, G8III"
HR  5608, A4V"
HR  5609, G8III:"
HR   561, B7I"
HR  5610, F0"
HR  5611, K3III"
HR  5612, F6IV"
HR  5613, G8III-IV"
HR  5614, B8.5V"
HR  5615, K5III"
HR  5616, K2III"
HR  5617, G8III"
HR  5618, G0Vn"
HR  5619, ApSi"
HR   562, B8II"
HR  5620, K0III"
HR  5621, F5Ib"
HR  5622, K5-III"
HR  5623, ApSrCrEu"
HR  5624, B8IVSi"
HR  5625, B5/7V"
HR  5626, B3V"
HR  5627, A0Vs"
HR  5628, B8/9III"
HR  5629, A2Vs"
HR   563, K1Vp"
HR  5630, F8V"
HR  5631, G7IIIa:Fe-0.5:"
HR  5632, G0VFe+0.4"
HR  5633, A1Vnn"
HR  5634, F5V"
HR  5635, G8IIIFe-1"
HR  5636, G6III"
HR  5637, G1/3Ib/II"
HR  5638, K2III"
HR  5639, G6V:"
HR   564, M2III"
HR  5640, K1III"
HR  5641, K0III"
HR  5642, K1III"
HR  5643, K0III"
HR  5644, C55"
HR  5645, K4Ib"
HR  5646, B9.5Vne"
HR  5647, A3/5V"
HR  5648, K0III"
HR  5649, G8III"
HR   565, K3III"
HR  5650, K2III"
HR  5651, B3IV/V"
HR  5652, B9IVpSi"
HR  5653, B8V"
HR  5654, M4SIII"
HR  5655, B8III"
HR  5656, A2V"
HR  5657, G6IV-V"
HR  5658, G8/K0II"
HR  5659, G5V_Fe-0.9"
HR   566, G8IIIbCNIV"
HR  5660, F3III"
HR  5661, B1/2Vn"
HR  5662, B9III"
HR  5663, A2IIIs"
HR  5664, O8V"
HR  5665, A2V"
HR  5666, K2III"
HR  5667, A/F"
HR  5668, B2/3IV"
HR  5669, K3III"
HR   567, A0Vn"
HR  5670, A3Va"
HR  5671, A1V"
HR  5672, A8Vn"
HR  5673, K2III:"
HR  5674, K5"
HR  5675, K0III"
HR  5676, A2V"
HR  5677, M2III"
HR  5678, K2III"
HR  5679, A5V"
HR   568, K0IV"
HR  5680, O8IV((f))"
HR  5681, G8IIIFe-1"
HR  5682, A2mA2-A7"
HR  5683, B8Ve"
HR  5684, B2V"
HR  5685, B8Vn"
HR  5686, K0IIIaCH-1"
HR  5687, B7V"
HR  5688, G6/8III"
HR  5689, G8III/IV"
HR   569, F0V"
HR  5690, K2/3III"
HR  5691, F8V"
HR  5692, G8IIIa"
HR  5693, A1Vn"
HR  5694, F8IV"
HR  5695, B1.5IV"
HR  5696, A1V"
HR  5697, ApSi"
HR  5698, F6III-IV"
HR  5699, G3/5V"
HR    57, K2III"
HR   570, G8IIIb"
HR  5700, F5V"
HR  5701, G8II/III"
HR  5702, A2m"
HR  5703, F2V"
HR  5704, B3/4V+F8V"
HR  5705, K4III"
HR  5706, K2III"
HR  5707, K1III"
HR  5708, B3IV+B3:V"
HR  5709, K0III"
HR   571, F0IV/V"
HR  5710, K1III"
HR  5711, K0"
HR  5712, B4V"
HR  5713, G8/K0III"
HR  5714, K4III"
HR  5715, A2.5IVp"
HR  5716, F3V"
HR  5717, A0V"
HR  5718, B9Vn"
HR  5719, ApSi"
HR   572, K0"
HR  5720, G8III"
HR  5721, A5II/III"
HR  5722, A1/2V"
HR  5723, F4V"
HR  5724, A0V"
HR  5725, K5/M0III"
HR  5726, K4III"
HR  5727, G2V+G2V"
HR  5727, G2V+G2V"
HR  5729, A1/2V"
HR   573, F8.5Fe-0.7"
HR  5730, B2Vnpe"
HR  5731, A0p(SiHg)"
HR  5732, K2III"
HR  5733, F0IV"
HR  5734, G0V"
HR  5735, A2III"
HR  5736, B5V"
HR  5737, K4III"
HR  5738, G2II"
HR  5739, M1III"
HR   574, G6III-IIIb"
HR  5740, G0IV-V"
HR  5741, K4III"
HR  5742, K4III"
HR  5743, K4.5III"
HR  5744, K2III"
HR  5745, M1III"
HR  5746, A6III"
HR  5747, F2VpSrCrEuSi"
HR  5748, A2IV"
HR  5749, A3V"
HR   575, A3Va"
HR  5750, K0III"
HR  5751, A3III"
HR  5752, A2IV"
HR  5753, B7V"
HR  5754, A5IV"
HR  5755, K5III"
HR  5756, A5V"
HR  5757, K2.5IIIbCN1.5Ba+0.5"
HR  5758, F2Vs"
HR  5759, A3m"
HR   576, K0III"
HR  5760, A4IV"
HR  5761, K0"
HR  5762, A2IV"
HR  5763, K4.5IIIbBa0.5"
HR  5764, B3V"
HR  5765, A7V"
HR  5766, F3IV/V"
HR  5767, M2III"
HR  5768, K5"
HR  5769, F8IV"
HR   577, K0III-IV"
HR  5770, B9V"
HR  5771, K1/2III"
HR  5772, K0III"
HR  5773, B9V"
HR  5774, A2V"
HR  5775, K2/3III"
HR  5776, B2IV"
HR  5777, K1III-IV"
HR  5778, B6Vnne"
HR  5779, F9IV-V"
HR   578, A6V"
HR  5780, B5V"
HR  5781, B3V"
HR  5782, B7III/IV"
HR  5783, F1IV-V"
HR  5784, K4/5III"
HR  5785, K0III-IV"
HR  5786, B9V"
HR  5787, G8.5III"
HR  5788, F0IV"
HR  5789, F0IV"
HR   579, A5III"
HR  5790, B8V"
HR  5791, A9V"
HR  5792, A1V"
HR  5793, A1IV"
HR  5794, K3.5III"
HR  5795, G8III:"
HR  5796, K0III:"
HR  5797, K3III"
HR  5798, A0V"
HR  5799, K0III+A7/8"
HR    58, G8/K0III"
HR   580, A2V"
HR  5800, M1.5IIIb"
HR  5801, B9IV"
HR  5802, K0III:CN1Ba0.7Sr2"
HR  5803, F6IV"
HR  5804, F3V"
HR  5805, B9V"
HR  5806, K0III"
HR  5807, A3/5mA3-F2"
HR  5808, K2"
HR  5809, K1III"
HR   581, F0V"
HR  5810, K0III"
HR  5811, K4III:"
HR  5812, B2.5V"
HR  5813, F5V:"
HR  5814, G8III/IV"
HR  5815, F7V"
HR  5816, F6.5V"
HR  5817, F1IV"
HR  5818, A2V"
HR  5819, B9.5V"
HR   582, G2IV"
HR  5820, G8/K0III"
HR  5821, K5/M0III"
HR  5822, K3III"
HR  5823, G7III-IVFe-2"
HR  5824, K3-IIICN2"
HR  5825, F3/5V"
HR  5826, K5-IIICN0.5"
HR  5827, K0"
HR  5828, K1III:"
HR  5829, G1.5V(n)"
HR   583, M1:III"
HR  5830, F2V"
HR  5831, G7.5IIIaFe-0.5"
HR  5832, K2III"
HR  5833, B9V"
HR  5834, B7V"
HR  5835, G8III"
HR  5836, G0Ib"
HR  5837, G8/K0III"
HR  5838, M0-IIIb"
HR  5839, B5V"
HR   584, G8II/III"
HR  5840, G8III"
HR  5841, K1III"
HR  5842, A1V"
HR  5843, A2VpMnEu(Sr)"
HR  5844, M0III"
HR  5845, A8Vam"
HR  5846, A0V+B"
HR  5847, K0III"
HR  5848, A5/7IV"
HR  5849, A0V"
HR   585, M0III"
HR  5850, G5III"
HR  5851, A5III/IV"
HR  5852, A5III/IV"
HR  5853, G2.5V"
HR  5854, K2IIIbCN1"
HR  5855, G9III:"
HR  5856, F0V"
HR  5857, A0VpSiCr"
HR  5858, A0V"
HR  5859, A0V"
HR   586, A1Vn"
HR  5860, B8V"
HR  5861, K1/2III"
HR  5862, G5IIICH1"
HR  5863, B8IV/V"
HR  5864, G7IV"
HR  5865, K2/3III"
HR  5866, K0III"
HR  5867, A2IV"
HR  5868, G0-V"
HR  5869, B9V(n)"
HR   587, M3II"
HR  5870, A3V"
HR  5871, A1V"
HR  5872, A9III"
HR  5873, B2III"
HR  5874, K2III"
HR  5875, A5IV-V"
HR  5876, A5IV"
HR  5877, K5"
HR  5878, K3III"
HR  5879, M0.5IIIab"
HR   588, K1III"
HR  5880, G0Iep"
HR  5881, B9.5III"
HR  5882, K2III"
HR  5883, B9III"
HR  5884, K3III"
HR  5885, B1.5Vn"
HR  5886, A2IV"
HR  5887, A3m"
HR  5888, K0IV"
HR  5889, G5III-IVFe-1"
HR   589, A0Ib"
HR  5890, K3III"
HR  5891, G5Ib-II"
HR  5892, kA2hA5mA7V"
HR  5893, K0III"
HR  5894, M5-8e"
HR  5895, A2IV-Vn"
HR  5896, G8III"
HR  5897, F1V"
HR  5898, B9II"
HR  5899, K4.5III"
HR    59, G8II-III"
HR   590, B8III"
HR  5900, G5II/III+A3"
HR  5901, K1IVa"
HR  5902, B3V"
HR  5903, A3Vn"
HR  5904, B2.5Vn"
HR  5905, A1IV/V"
HR  5906, B5V"
HR  5907, B2V"
HR  5908, G9IIIb"
HR  5909, K0"
HR   591, F0IV"
HR  5910, B7V"
HR  5911, G1VFe-1"
HR  5912, B8III/IV"
HR  5913, F5.5IV+"
HR  5914, F8VFe-2Hdel-1"
HR  5915, B2/3V"
HR  5916, K4III"
HR  5917, A3V"
HR  5918, B9V"
HR  5919, A7Vn"
HR   592, G8III"
HR  5920, B7III"
HR  5921, F2V"
HR  5922, G8III:"
HR  5923, F3/5V"
HR  5924, K8IIIb"
HR  5925, A3V"
HR  5926, B9V"
HR  5927, F6V"
HR  5928, B2IV-V"
HR  5929, K0/1III"
HR   593, F5/6IV/V"
HR  5930, A2Ib/II"
HR  5931, B8III"
HR  5932, M3-III"
HR  5933, F6V"
HR  5934, B3V"
HR  5935, K0III"
HR  5936, F2IV-V"
HR  5937, B5III"
HR  5938, B9pe"
HR  5939, F8II"
HR   594, G8III"
HR  5940, K1IV"
HR  5941, B5IIIp_sh"
HR  5942, B5V"
HR  5943, K0II/III"
HR  5944, B1V+B2:V:"
HR  5945, K1II/III"
HR  5946, A5V"
HR  5947, K2IIIab"
HR  5948, B2.5IV"
HR  5949, B8V"
HR   595, kA2hF2mF2(IV)"
HR  5950, K0"
HR  5951, B9.5V"
HR  5952, A0V"
HR  5953, B0.3IV"
HR  5954, F8V"
HR  5955, K1.5IIICN1"
HR  5956, K4III"
HR  5957, K5III"
HR  5958, M3IIIe_sh"
HR  5959, A0V"
HR   596, kA0hA7Sr"
HR  5960, F1IVab"
HR  5961, A5IVs"
HR  5962, G8III"
HR  5963, K0III/IV"
HR  5964, F0IV"
HR  5965, K2/3III"
HR  5966, G8IIIb"
HR  5967, B5/7III/IV"
HR  5968, G0+VaFe-1"
HR  5969, K3III"
HR   597, A1.5V"
HR  5970, F5IV/V"
HR  5971, A0IIIspHgMnEu"
HR  5972, A3V"
HR  5973, K2/3III"
HR  5974, F3III"
HR  5975, F5VFe-0.8"
HR  5976, G9III"
HR  5977, F5V"
HR  5978, F4(V)"
HR  5979, F0/2Ib/II"
HR   598, A0V"
HR  5980, kA3hA7mF0III:"
HR  5981, K5III"
HR  5982, B9III"
HR  5983, G6IIIa+A2.5IV"
HR  5984, B1V"
HR  5985, B2V"
HR  5986, F9V"
HR  5987, B2.5Vn"
HR  5988, B8V"
HR  5989, F3V"
HR   599, A2V"
HR  5990, G8III"
HR  5991, F0/2V"
HR  5992, A3m"
HR  5993, B1V"
HR  5994, B9.5V"
HR  5995, M1III"
HR  5996, G2V"
HR  5997, G4II-III"
HR  5998, B8IV/V"
HR  5999, A7IIIne_sh"
HR     6, F7V"
HR    60, G8III"
HR   600, K1III"
HR  6000, A0/3III"
HR  6001, M2III"
HR  6002, B9V"
HR  6003, B9V"
HR  6004, A7V"
HR  6005, K4III"
HR  6006, ~"
HR  6007, B8V"
HR  6008, G7III"
HR  6009, K0IV"
HR   601, M2III"
HR  6010, M4IIIa"
HR  6011, K4III"
HR  6012, F3V"
HR  6013, A0Vnn"
HR  6014, K1.5IV"
HR  6015, F2III(+A)"
HR  6016, K4III"
HR  6017, K0III"
HR  6018, K1-III-IV"
HR  6019, F2IV/V"
HR   602, K5IV"
HR  6020, M4III"
HR  6021, K3III"
HR  6022, M0III"
HR  6023, B9VspHgMn"
HR  6024, G8III"
HR  6025, A0Vn"
HR  6026, B8/9V"
HR  6027, B2V"
HR  6028, B2V"
HR  6029, B9V"
HR   603, K2+IIb"
HR  6030, G2Ib-IIa"
HR  6031, A1V"
HR  6032, A7V"
HR  6033, A2IV"
HR  6034, A3V"
HR  6035, A0V"
HR  6036, A1V"
HR  6037, A3V"
HR  6038, K0"
HR  6039, M4III"
HR   604, B9.5V+A0V"
HR  6040, A3III"
HR  6041, A0V"
