name,alt_name,ra,dec,vmag,class,bv_color,ri_code,ri_color,spect_code,ub_color
HR 1288,,62.3242,-16.3858, 5.37,STAR B4V,-0.15,,,,-0.53
HR 1289,,67.0542,83.8078, 5.57,STAR B5V,-0.13,,,,-0.51
HR 129,,8.3304,70.9817, 6.42,STAR A0V,-0.01,,,,-0.06
HR 1290,37    Eri,62.5938,-6.9239, 5.44,STAR G8III,0.94,,,,0.67
HR 1291,,62.1413,-45.8647, 6.59,STAR F2V,0.38,C,0.22,,0
HR 1292,45    Tau,62.8346,5.5231, 5.72,STAR F4V,0.36,,0.19,,0.01
HR 1293,,62.6987,-8.8197, 5.70,STAR,1.06,,,,0.93
HR 1294,,61.84,-64.2225, 6.38,STAR G3V,0.64,,,,0.11
HR 1295,,63.1308,17.2775, 6.09,STAR K0III,1.08,,,,0.96
HR 1296,,63.7575,57.4603, 6.08,STAR A4III,0.61,,,,0.5
HR 1297,,63.2133,22.4136, 6.12,STAR B9III,0.19,,,v,-0.27
HR 1298,38Omi1Eri,62.9663,-6.8375, 4.04,STAR F2II,0.33,,0.16,,0.13
HR 1299,,62.6908,-35.2739, 6.44,STAR K1III,1.07,,0.56,,0.96
HR 13,,2.0146,-33.5294, 5.68,STAR K1III,1.12,,,,
HR 130,15Kap Cas,8.25,62.9317, 4.16,STAR B1I,0.14,,0.06,e,-0.8
HR 1300,,62.9008,-20.3561, 5.79,STAR A2,0.18,,0.05,,0.09
HR 1301,,63.4983,37.9669, 6.45,STAR G9III,,,,,
HR 1302,Del Hor,62.7108,-41.9936, 4.93,STAR A9V,0.33,,0.21,,0.07
HR 1303,51Mu  Per,63.7246,48.4094, 4.14,STAR G0I,0.95,,0.54,,0.64
HR 1304,,67.5004,83.3406, 5.46,STAR G8III,0.87,,,,0.46
HR 1305,,64.2233,61.8503, 5.70,STAR B5V,-0.14,,,,-0.51
HR 1306,52    Per,63.7221,40.4836, 4.71,STAR G5I,1.01,,0.57,,0.65
HR 1307,,63.395,10.2122, 6.23,STAR B8V,0.05,,,,-0.33
HR 1308,,63.3804,8.8906, 6.51,STAR A2,0.16,,,,0.13
HR 1309,46    Tau,63.3879,7.7161, 5.29,STAR F2V,0.36,,0.19,,0.01
HR 131,52    Psc,8.1479,20.2944, 5.38,STAR K0III,1.08,,,,0.96
HR 1310,,63.4579,12.7533, 6.25,STAR K0,1.16,E,0.39,,1.12
HR 1311,47    Tau,63.485,9.2636, 4.84,STAR G5III,0.8,,0.45,,0.5
HR 1312,,63.4092,-1.1497, 6.44,STAR B5IV,-0.13,,,,-0.56
HR 1313,,64.2842,57.8606, 5.71,STAR K1III,1.09,,,,
HR 1314,,64.1796,53.6119, 5.19,STAR A2V,0.05,,,,
HR 1315,,63.6512,10.0111, 5.22,STAR B9V,-0.1,,,,-0.34
HR 1316,,63.1317,-44.3683, 6.71,STAR K3III,1.48,C,0.71,,1.81
HR 1317,,66.7617,80.8242, 5.43,STAR,1.17,,,,
HR 1318,39    Eri,63.5988,-10.2564, 4.87,STAR K3III,1.17,,0.57,,1.15
HR 1319,48    Tau,63.9429,15.4006, 6.32,STAR F5V,0.4,,0.21,,0.02
HR 132,51    Psc,8.0992,6.9556, 5.67,STAR B9V,0,,,,-0.17
HR 1320,49Mu  Tau,63.8838,8.8922, 4.29,STAR B3IV,-0.06,,-0.06,,-0.53
HR 1321,,63.8575,6.1997, 6.93,STAR G5IV,0.7,,,,0.22
HR 1322,,63.8717,6.1867, 6.31,STAR G0IV,0.59,,,,0.05
HR 1323,,63.3988,-40.3578, 6.37,STAR K3III,1.46,,,,
HR 1324,,64.5608,50.2956, 4.61,STAR A2V,0.04,,0.05,,0.03
HR 1325,40Omi2Eri,63.8179,-7.6528, 4.43,STAR K1V,0.82,,0.45,,0.45
HR 1326,Alp Hor,63.5004,-42.2944, 3.86,STAR K1III,1.1,,0.59,,1
HR 1327,,65.1679,65.1406, 5.27,STAR G5II,0.81,,0.43,,0.47
HR 1328,,64.5342,42.1411, 6.22,STAR B9V,-0.08,,,,-0.29
HR 1329,50Ome2Tau,64.315,20.5786, 4.94,STAR A3,0.26,,0.12,,0.11
HR 133,,8.1438,27.5806, 6.67,STAR A2IV,,,,,
HR 1330,,64.8054,50.0489, 5.45,STAR A7V,0.22,,,,0.12
HR 1331,51    Tau,64.5967,21.5792, 5.65,STAR F0V,0.28,,0.16,,0.08
HR 1332,,64.33,-6.4719, 5.94,STAR,1.08,,,,0.94
HR 1333,,65.0479,50.9208, 5.55,STAR B1IV,-0.01,,,,-0.75
HR 1334,,64.6021,9.4867, 6.54,STAR A4III,0.16,,,,0.17
HR 1335,,65.4483,60.7356, 5.39,STAR M0III,1.49,,,,1.81
HR 1336,Alp Ret,63.6063,-62.4739, 3.35,STAR G8II,0.91,,0.44,,0.63
HR 1337,,65.06,41.8081, 5.92,STAR K0III,0.94,,,,
HR 1338,Gam Dor,64.0067,-51.4867, 4.25,STAR F4III,0.3,,0.16,,0.03
HR 1339,53    Tau,64.8587,21.1422, 5.35,STAR B9IV,-0.08,,,,-0.25
HR 134,,8.2046,28.2803, 6.30,STAR K0III,1,,,,0.73
HR 1340,,63.7029,-62.1919, 5.45,STAR K0III,1.1,E,0.39,,1.03
HR 1341,56    Tau,64.9029,21.7736, 5.38,STAR A0,-0.14,,,,-0.39
HR 1342,,65.4658,56.5067, 5.88,STAR A3V,,,,,
HR 1343,54    Per,65.1025,34.5667, 4.93,STAR G8III,0.94,,,,0.69
HR 1344,,65.0417,31.9533, 6.16,STAR K5,1.71,,,,
HR 1345,,64.5663,-20.7156, 6.00,STAR G8III,1.67,,,,1.82
HR 1346,54Gam Tau,64.9483,15.6275, 3.65,STAR K0III,0.99,,0.47,,0.82
HR 1347,41Ups4Eri,64.4737,-33.7983, 3.56,STAR B9V,-0.12,,-0.11,,-0.37
HR 1348,52Phi Tau,65.0888,27.3508, 4.95,STAR K1III,1.15,,,,1.08
HR 1349,,64.9062,10.1214, 6.31,STAR K0,1.43,,,,1.6
HR 135,,8.2933,54.895, 5.93,STAR K0III,1.04,,,,0.84
HR 1350,53    Per,65.3883,46.4989, 4.85,STAR B4IV,-0.03,,-0.05,,-0.52
HR 1351,57    Tau,64.9904,14.0353, 5.59,STAR F0IV,0.28,,0.16,,0.08
HR 1352,,65.7412,59.6164, 6.19,STAR A4V,,,,,
HR 1353,,64.6558,-22.9703, 6.07,STAR A0,0.3,,0.14,,0.2
HR 1354,,65.1046,18.7425, 6.12,STAR F3V,0.37,,0.2,,0.02
HR 1355,Eps Ret,64.1204,-59.3019, 4.44,STAR K2IV,1.08,,0.53,,1.07
HR 1356,58    Tau,65.1513,15.0953, 5.26,STAR F0V,0.22,,0.12,,0.1
HR 1357,,64.0879,-60.9486, 6.37,STAR A0,0.07,,,,0.01
HR 1358,,65.22,13.8642, 6.17,STAR F6V,0.46,,0.25,,0.01
HR 1359,,64.7625,-33.905, 6.37,STAR A3V,0.13,,,,0.11
HR 136,Bet3Tuc,8.1825,-63.0311, 5.09,STAR A0V,0.04,,,,0.02
HR 1360,,65.1717,6.1308, 5.77,STAR G8III,0.92,,,,0.68
HR 1361,,65.2042,9.2256, 6.53,STAR A4V,0.15,,,,0.11
HR 1362,,65.1612,-6.2456, 6.27,STAR G8IV,0.91,,,,0.56
HR 1363,,65.1783,-7.5925, 5.85,STAR B5III,-0.13,,,,-0.49
HR 1364,,64.8192,-44.2681, 5.34,STAR K2III,1.08,C,0.51,,0.95
HR 1365,,64.6667,-52.86, 6.09,STAR F7IV,0.49,,,,
HR 1366,,65.3629,-0.0981, 5.86,STAR K3III,1.32,,,,1.52
HR 1367,,65.1625,-20.6397, 5.38,STAR A2V,-0.02,,,,
HR 1368,60    Tau,65.5146,14.0772, 5.72,STAR A3,0.32,,0.17,,0.1
HR 1369,59Chi Tau,65.6454,25.6292, 5.37,STAR B9V,-0.05,,,,-0.08
HR 137,16    Cas,8.6038,66.7503, 6.48,STAR B9III,-0.08,,,,-0.32
HR 1370,,65.595,20.8214, 5.91,STAR M0III,1.66,,,,
HR 1371,,65.8996,42.4281, 6.23,STAR A1,0,,,,-0.15
HR 1372,The Ret,64.4175,-63.2556, 5.87,STAR B9III,-0.07,,,,-0.26
HR 1373,61Del1Tau,65.7337,17.5425, 3.76,STAR K0III,0.98,,0.47,,0.82
HR 1374,,65.3804,-25.7283, 6.01,STAR F0IV,0.35,,,,0
HR 1375,,65.885,20.9822, 5.99,STAR B8IV,0.03,,,,-0.26
HR 1376,63    Tau,65.8542,16.7772, 5.64,STAR A1,0.3,,0.16,,0.13
HR 1377,55    Per,66.1217,34.1306, 5.73,STAR B8V,-0.06,,,,-0.34
HR 1378,62    Tau,65.9992,24.3011, 6.36,STAR B3V,0.17,,,,-0.35
HR 1379,56    Per,66.1558,33.9597, 5.76,STAR F4V,0.4,,,,-0.12
HR 138,,8.4213,-29.5583, 5.55,STAR K2III,1.27,,,,1.23
HR 1380,64Del2Tau,66.0242,17.4439, 4.80,STAR A7V,0.15,,0.07,,0.12
HR 1381,66    Tau,65.9662,9.4608, 5.12,STAR A3V,0.07,,0.05,,0.11
HR 1382,,66.7538,57.5853, 6.32,STAR A0III,0.04,,,,0.02
HR 1383,42Xi  Eri,65.92,-3.7456, 5.17,STAR A2V,0.08,,0.03,,0.08
HR 1384,,65.7738,-24.8922, 5.83,STAR K5,1.51,,,,
HR 1385,,66.2379,19.0417, 5.98,STAR F4V,0.37,,0.22,,0.04
HR 1386,,65.7821,-35.545, 6.39,STAR K1III,1.24,,,,
HR 1387,65Kap1Tau,66.3421,22.2939, 4.22,STAR A7IV,0.13,,0.05,,0.13
HR 1388,67Kap2Tau,66.3542,22.1997, 5.28,STAR A7V,0.25,,0.14,,0.1
HR 1389,68Del3Tau,66.3725,17.9281, 4.29,STAR A2IV,0.05,,0.01,,0.08
HR 139,The Tuc,8.3471,-71.2661, 6.13,STAR A7IV,0.23,,,,0.2
HR 1390,,66.5263,31.4389, 5.28,STAR K1III,0.97,,,,0.8
HR 1391,70    Tau,66.4054,15.9408, 6.46,STAR F7V,0.49,,0.25,,0.02
HR 1392,69Ups Tau,66.5771,22.8136, 4.28,STAR A8V,0.26,,0.14,,0.14
HR 1393,43    Eri,66.0092,-34.0169, 3.96,STAR K4III,1.49,,0.83,,1.8
HR 1394,71    Tau,66.5867,15.6183, 4.49,STAR F0V,0.25,,0.15,,0.14
HR 1395,Eta Ret,65.4721,-63.3864, 5.24,STAR G8III,0.96,,,,0.69
HR 1396,73Pi  Tau,66.6517,14.7136, 4.69,STAR G7III,0.98,,0.51,,0.72
HR 1397,,66.5879,8.5903, 6.06,STAR B6IV,0.02,,,,-0.42
HR 1398,,66.235,-34.7578, 6.55,STAR F2III,0.44,,,,
HR 1399,72    Tau,66.8229,22.9964, 5.53,STAR B7V,-0.1,,,,-0.48
HR 14,,2.0504,-2.4478, 6.07,STAR K2III,1.38,,,,1.14
HR 140,,8.6158,-52.3731, 5.57,STAR F3IV,0.47,,,,0
HR 1400,,66.7529,2.0794, 6.23,STAR K1III,1.09,,,,1.03
HR 1401,,68.3779,72.5286, 5.94,STAR A8,0.3,,,,0.18
HR 1402,,66.87,11.2125, 5.88,STAR B8IV,0.05,,,,-0.33
HR 1403,,67.0033,21.62, 5.72,STAR A0,0.27,,0.14,,0.1
HR 1404,,66.3296,-44.1608, 6.39,STAR F6V,0.44,,,,
HR 1405,,66.0508,-57.0714, 6.29,STAR G4V,0.66,,,,0.19
HR 1406,,67.2162,30.3614, 6.40,STAR F7V,0.52,,,,0.08
HR 1407,75    Tau,67.11,16.3597, 4.97,STAR K2III,1.13,,,v,1.1
HR 1408,76    Tau,67.0975,14.7408, 5.90,STAR F0IV,0.32,,0.19,,0.06
HR 1409,74Eps Tau,67.1542,19.1803, 3.53,STAR G9III,1.01,,0.5,,0.88
HR 141,,8.7304,13.3711, 6.40,STAR K0,,,,,
HR 1410,,66.7375,-24.0814, 6.11,STAR A2,0.14,,,,
HR 1411,77The1Tau,67.1438,15.9622, 3.84,STAR K0III,0.95,,0.47,,0.73
HR 1412,78The2Tau,67.1654,15.8708, 3.40,STAR A7III,0.18,,0.09,,0.13
HR 1413,,67.015,1.8586, 6.15,STAR G9III,1.02,,,,0.81
HR 1414,79    Tau,67.2092,13.0475, 5.03,STAR A7V,0.23,,0.08,,0.12
HR 1415,,67.1338,1.3808, 5.55,STAR B3V,-0.1,,,,-0.55
HR 1416,,66.2721,-61.2383, 5.94,STAR K4III,1.54,,,,1.85
HR 1417,1    Cam,68.0075,53.9108, 5.77,STAR B0III,0.18,,,,-0.73
HR 1418,,66.775,-46.9475, 6.10,STAR F5V,0.46,,,,
HR 1419,,67.6596,32.4581, 6.21,STAR B9V,-0.04,,,,-0.13
HR 142,13    Cet,8.8121,-3.5928, 5.20,STAR F8V,0.56,,,,0.08
HR 1420,,67.4287,10.5217, 6.79,STAR B5V,0.09,,,,-0.37
HR 1421,,67.1625,-19.4583, 5.96,STAR K1III,1.22,,,,
HR 1422,80    Tau,67.5358,15.6381, 5.58,STAR F0V,0.32,,0.19,,0.1
HR 1423,,67.2787,-13.0483, 5.60,STAR B1V,-0.23,,-0.1,v,-0.89
HR 1424,,67.85,40.0103, 6.26,STAR B8V,0.04,,,,-0.36
HR 1425,,67.51,10.2625, 6.48,STAR G8III,1.03,,,,0.82
HR 1426,Del Men,64.4962,-80.2139, 5.69,STAR K2III,0.84,,,,0.53
HR 1427,,67.6404,16.1939, 4.78,STAR A6IV,0.17,,0.07,,0.13
HR 1428,81    Tau,67.6621,15.6919, 5.48,STAR A5,0.26,,0.12,,0.1
HR 1429,,67.0392,-41.96, 6.44,STAR M1III,1.64,,,,1.95
HR 143,14    Cet,8.8867,-0.5056, 5.93,STAR F5IV,0.44,,,,-0.02
HR 1430,83    Tau,67.6554,13.7244, 5.40,STAR F0V,0.26,,0.14,,0.1
HR 1431,,67.5404,-13.5922, 6.24,STAR G5,1,,,,0.73
HR 1432,85    Tau,67.9658,15.8517, 6.02,STAR F4V,0.34,,0.2,,0.04
HR 1433,,67.3333,-46.5153, 6.16,STAR K1III,1.06,,,,
HR 1434,57    Per,68.3538,43.0639, 6.09,STAR F0V,0.38,,,,0.01
HR 1435,,66.9413,-62.5208, 5.75,STAR K0III,1.01,,,,0.82
HR 1436,,68.02,5.41, 6.39,STAR F5V,0.42,,0.25,,0
HR 1437,45    Eri,67.9696,-0.0439, 4.91,STAR K3II,1.32,,0.67,,1.44
HR 1438,,67.8579,-13.645, 6.21,STAR A3V,0.12,,,,0.09
HR 1439,,67.6679,-35.6536, 5.96,STAR K0II,1,,,,
HR 144,,9.0346,54.1686, 5.08,STAR B7III,-0.11,,,,-0.36
HR 1440,,69.1008,64.2617, 5.94,STAR A1V,-0.03,,,,-0.02
HR 1441,,68.1558,-3.2092, 5.81,STAR B9III,-0.14,,,v,-0.54
HR 1442,,68.3871,18.0167, 6.25,STAR B9IV,0.07,,,,-0.1
HR 1443,Del Cae,67.7087,-44.9539, 5.07,STAR B2IV,-0.19,,,,-0.78
HR 1444,86Rho Tau,68.4621,14.8444, 4.65,STAR A8V,0.25,,0.12,,0.08
HR 1445,,68.6583,28.9611, 5.88,STAR B9,-0.06,,,,-0.36
HR 1446,,68.4504,9.4131, 6.01,STAR G8III,1.06,,,,0.82
HR 1447,,68.3417,-10.7858, 6.06,STAR K0,1.38,,,,1.45
HR 1448,,68.5346,5.5686, 5.68,STAR A2V,0.05,,0.04,,0.11
HR 1449,46    Eri,68.4783,-6.7389, 5.72,STAR B9,-0.13,,,,-0.46
HR 145,,8.9779,13.2067, 6.41,STAR F7V,0.52,,,,-0.05
HR 1450,,68.5592,-6.8378, 6.09,STAR K2III,1.38,,,,1.64
HR 1451,47    Eri,68.5483,-8.2314, 5.11,STAR M3III,1.7,E,0.97,,2.02
HR 1452,,68.5488,-8.9703, 5.26,STAR K4III,1.47,,,,1.73
HR 1453,50Ups1Eri,68.3775,-29.7667, 4.51,STAR K0III,0.98,,0.54,,0.72
HR 1454,58    Per,69.1725,41.2647, 4.25,STAR K4III,1.22,,0.69,,0.82
HR 1455,,68.9279,19.8817, 6.36,STAR G5II,,,,,
HR 1456,Nu  Men,65.2412,-81.58, 5.79,STAR F0III,0.35,,,,0.05
HR 1457,87Alp Tau,68.98,16.5092, 0.85,STAR K5III,1.54,,0.94,v,1.9
HR 1458,88    Tau,68.9137,10.1608, 4.25,STAR A5,0.18,,0.1,,0.11
HR 1459,,69.1217,23.3408, 6.02,STAR F5IV,0.38,,0.21,,0.02
HR 146,,9.1138,60.3261, 5.79,STAR A4III,0.29,,,,0.29
HR 1460,,68.8083,-9.7367, 6.37,STAR A1,0.11,,,,0.1
HR 1461,,68.7521,-19.9206, 6.13,STAR K3III,1.17,,,,
HR 1462,,69.0067,-3.6119, 6.33,STAR B7III,-0.1,,,,-0.43
HR 1463,48Nu  Eri,69.0796,-3.3525, 3.93,STAR B2III,-0.21,,-0.19,,-0.89
HR 1464,52Ups2Eri,68.8875,-30.5622, 3.82,STAR G8III,0.98,,0.49,,0.72
HR 1465,Alp Dor,68.4992,-55.045, 3.27,STAR A0III,-0.1,,-0.09,,-0.35
HR 1466,2    Cam,69.9921,53.4731, 5.35,STAR A8V,0.32,,,,0.07
HR 1467,3    Cam,69.9779,53.0797, 5.05,STAR K0III,1.07,,,,0.89
HR 1468,,71.5013,76.6111, 6.49,STAR F7V,0.51,,,,
HR 1469,,69.3071,0.9983, 5.31,STAR B7V,-0.12,,,,-0.45
HR 147,Lam2Phe,8.9213,-48.0008, 5.51,STAR F6V,0.44,,,,-0.01
HR 1470,,69.6233,26.94, 6.47,STAR F2V,,,,,
HR 1471,,69.5658,20.6847, 5.92,STAR B8V,-0.05,,,,-0.35
HR 1472,89    Tau,69.5392,16.0333, 5.79,STAR F0V,0.31,,0.16,,0.06
HR 1473,90    Tau,69.5396,12.5108, 4.27,STAR A6V,0.12,,0.05,,0.13
HR 1474,51    Eri,69.4004,-2.4733, 5.23,STAR F0V,0.28,,,,0.04
HR 1475,,68.3917,-62.8236, 5.79,STAR K1III,1.04,,,,0.9
HR 1476,,69.2121,-30.7167, 6.30,STAR B9IV,-0.1,,,,
HR 1477,,69.8463,25.2183, 6.22,STAR A5V,0.16,,,,0.11
HR 1478,91Sig1Tau,69.7883,15.7997, 5.07,STAR A4,0.15,,,,0.2
HR 1479,92Sig2Tau,69.8187,15.9181, 4.69,STAR A5V,0.15,,0.07,,0.13
HR 148,,8.8892,-54.8219, 6.06,STAR K0IV,1.01,,,,
HR 1480,,69.7758,7.8708, 5.39,STAR A5,0.26,,0.12,,0.13
HR 1481,53    Eri,69.545,-14.3039, 3.87,STAR K2III,1.09,,0.56,,1.01
HR 1482,,70.3504,48.3008, 5.67,STAR A0V,-0.02,,,,-0.02
HR 1483,,69.7233,-12.1231, 5.01,STAR A2IV,0.07,,0.05,,0.09
HR 1484,93    Tau,70.0142,12.1978, 5.46,STAR B8IV,-0.12,,,,-0.49
HR 1485,,65.7121,-82.8992, 6.76,STAR A7IV,0.2,,,,0.1
HR 1486,,70.8254,59.5208, 6.50,STAR A7IV,,,,,
HR 1487,,69.8321,-14.3592, 5.45,STAR K1IV,1.06,,,,
HR 1488,,69.9467,-1.0528, 6.10,STAR K0,0.94,,,,0.7
HR 1489,,70.4596,38.2803, 5.99,STAR G0V,0.57,,,,0.06
HR 149,,9.0833,27.2547, 6.50,STAR B8III,-0.09,,,,-0.39
HR 1490,,70.3325,28.615, 5.78,STAR A2V,-0.03,,,,-0.01
HR 1491,,72.2096,75.9411, 6.06,STAR A9IV,0.28,,,,-0.02
HR 1492,,69.19,-62.0775, 5.40,STAR M8III,1.58,,3.16,,0.86
HR 1493,,70.84,49.9739, 5.87,STAR B9III,0.02,,,,-0.25
HR 1494,59    Per,70.7262,43.365, 5.29,STAR A1V,0,,,,0.02
HR 1495,,70.0283,-24.4825, 5.58,STAR G6III,0.92,,,,
HR 1496,54    Eri,70.1104,-19.6717, 4.32,STAR M4III,1.61,,1.38,,1.81
HR 1497,94Tau Tau,70.5612,22.9569, 4.28,STAR B3V,-0.13,,-0.14,,-0.57
HR 1498,,69.7679,-51.6728, 6.44,STAR K2III,1.32,,,,
HR 1499,95    Tau,70.8075,24.0889, 6.13,STAR F7IV,0.54,,,,0.07
HR 15,21Alp And,2.0971,29.0906, 2.06,STAR B8IV,-0.11,,-0.1,v,-0.46
HR 150,,9.0125,-14.9736, 6.45,STAR G9III,1.06,,,,0.91
HR 1500,,71.0537,40.7869, 6.08,STAR B8IV,0.06,,,,-0.28
HR 1501,,70.9512,32.8653, 6.45,STAR A8V,,,,,
HR 1502,Alp Cae,70.1404,-41.8639, 4.45,STAR F2V,0.34,,0.21,,0.01
HR 1503,Bet Cae,70.5146,-37.1444, 5.05,STAR F1V,0.37,,,,0.04
HR 1504,,70.0762,-58.9436, 6.53,STAR G5V,0.68,,,,0.24
HR 1505,55    Eri,70.8942,-8.7936, 6.82,STAR F4III,0.39,,,,0.14
HR 1506,55    Eri,70.8962,-8.7961, 6.70,STAR G8III,0.92,,,,0.59
HR 1507,,71.1075,11.1461, 5.40,STAR F0V,0.25,,0.13,,0.08
HR 1508,56    Eri,71.0221,-8.5036, 5.90,STAR B2V,-0.11,,-0.03,,-0.81
HR 1509,,70.7887,-30.7656, 5.68,STAR K2III,1.41,,,,1.6
HR 151,,9.0288,-22.8425, 6.06,STAR A6,0.29,,,,
HR 1510,,72.6517,70.9417, 6.37,STAR A0IV,-0.08,,,,-0.24
HR 1511,4    Cam,72.0013,56.7572, 5.30,STAR A3,0.25,,0.08,,0.15
HR 1512,,71.4271,23.6281, 6.35,STAR B5III,0.06,,,,-0.44
HR 1513,,71.0333,-18.6667, 5.53,STAR A3V,0.02,,,,0.04
HR 1514,,71.685,40.3128, 5.97,STAR G9III,0.93,,,,
HR 1515,,72.0292,55.6025, 6.26,STAR F0,,,,,
HR 1516,Lam Pic,70.6933,-50.4814, 5.31,STAR K0III,0.98,,,,0.74
HR 1517,,71.57,18.735, 6.01,STAR K4III,1.21,,0.63,,1.32
HR 1518,,70.9342,-41.0647, 6.25,STAR K3III,1.46,,,,1.78
HR 1519,,71.5071,11.7056, 5.37,STAR A2,0.19,,0.08,,0.14
HR 152,,9.1942,44.4886, 5.13,STAR K5III,1.6,,,,1.97
HR 1520,57Mu  Eri,71.3754,-3.2547, 4.02,STAR B5IV,-0.15,,-0.14,,-0.6
HR 1521,,71.2675,-21.2836, 5.72,STAR,1.47,,,,
HR 1522,,71.6004,-2.9544, 6.33,STAR A2V,0.04,,,,0.06
HR 1523,,75.0863,81.1939, 5.07,STAR K3III,1.28,,,,1.47
HR 1524,,71.4567,-34.005, 6.86,STAR A0V,0,,,,
HR 1525,,71.6075,-28.0875, 6.19,STAR A3IV,0.19,,,,
HR 1526,,71.4808,-39.3567, 6.05,STAR K1III,1.07,,,,
HR 1527,,73.0217,63.5053, 5.44,STAR M3III,1.57,,,,1.76
HR 1528,,72.3292,32.5883, 5.86,STAR A8,0.24,,0.11,,0.14
HR 1529,,72.3033,31.4372, 5.58,STAR K2III,1.12,,,,1.03
HR 153,17Zet Cas,9.2429,53.8969, 3.66,STAR B2IV,-0.2,,-0.21,,-0.87
HR 1530,Kap Dor,71.0879,-59.7328, 5.27,STAR A8III,0.2,,,,
HR 1531,,69.5904,-77.6561, 6.05,STAR K2III,1.1,C,0.52,,0.95
HR 1532,58    Eri,71.9013,-16.9344, 5.51,STAR G2V,0.63,,0.34,,0.12
HR 1533,,72.4775,37.4883, 4.88,STAR K3III,1.44,E,0.58,,1.7
HR 1534,,72.1858,3.5883, 6.03,STAR K1III,1.19,,,,1.15
HR 1535,,72.7887,48.7408, 5.66,STAR G9III,0.99,,,,0.8
HR 1536,,72.1513,-5.6739, 5.78,STAR F8V,0.62,,,,0.2
HR 1537,96    Tau,72.4337,15.9042, 6.08,STAR,1.6,,,,1.72
HR 1538,59    Eri,72.1354,-16.3294, 5.77,STAR F6V,0.55,,,,0.09
HR 1539,Zet Cae,71.9567,-30.0203, 6.37,STAR K1IV,1.07,,,,
HR 154,29Pi  And,9.2204,33.7194, 4.36,STAR B5V,-0.14,,-0.12,,-0.55
HR 1540,,71.2412,-63.2297, 6.46,STAR K0III,1.08,,,,1
HR 1541,Mu  Men,70.7663,-70.9311, 5.54,STAR B8II,-0.12,,,,-0.46
HR 1542,9Alp Cam,73.5125,66.3428, 4.29,STAR O9I,0.03,,0,e,-0.88
HR 1543,1Pi 3Ori,72.46,6.9614, 3.19,STAR F6V,0.45,,0.26,,-0.01
HR 1544,2Pi 2Ori,72.6529,8.9003, 4.36,STAR A1V,0.01,,0,,0
HR 1545,,72.4258,-13.7697, 6.26,STAR F5V,0.44,,,,-0.05
HR 1546,,73.2908,52.8408, 6.41,STAR A2V,,,,,
HR 1547,97    Tau,72.8438,18.8397, 5.10,STAR A7IV,0.21,,0.12,,0.12
HR 1548,,72.1408,-43.98, 6.72,STAR G8III,0.95,,,,0.66
HR 1549,60    Eri,72.5483,-16.2172, 5.03,STAR K0III,0.98,,,v,0.77
HR 155,53    Psc,9.1971,15.2317, 5.89,STAR B2IV,-0.15,,,v,-0.66
HR 1550,,73.1992,42.5867, 5.71,STAR A3III,0.11,,,,0.14
HR 1551,2    Aur,73.1583,36.7031, 4.78,STAR K2III,1.41,,0.78,,1.58
HR 1552,3Pi 4Ori,72.8017,5.605, 3.69,STAR B2III,-0.17,,-0.16,,-0.81
HR 1553,,72.9308,9.975, 6.11,STAR B5V,0.08,,,,-0.44
HR 1554,,73.1963,27.8975, 5.97,STAR F2IV,0.37,,,,0.16
HR 1555,5    Cam,73.7629,55.2592, 5.52,STAR B9V,0.04,,,,0
HR 1556,4Omi1Ori,73.1333,14.2506, 4.74,STAR,1.84,E,1.17,,2.03
HR 1557,,72.5675,-41.3208, 6.07,STAR F2V,0.37,,,,
HR 1558,,73.7138,44.0608, 6.08,STAR A0V,-0.02,,,,-0.09
HR 1559,,72.8675,-34.9064, 5.86,STAR A1V,0.08,,,,0.09
HR 156,,9.28,24.0142, 6.47,STAR K2III,,,,,
HR 1560,61Ome Eri,73.2237,-5.4528, 4.39,STAR F4III,0.25,,0.17,,0.16
HR 1561,,74.0296,52.8694, 5.75,STAR A2V,0.11,,,,0.1
HR 1562,5    Ori,73.345,2.5081, 5.33,STAR M1III,1.64,E,0.91,,1.95
HR 1563,Iot Pic,72.73,-53.4614, 5.61,STAR F0IV,0.33,,,,
HR 1564,Iot Pic,72.7346,-53.4597, 6.42,STAR F4V,,,,,
HR 1565,,73.4825,1.5694, 6.61,STAR A1V,0.04,,,,0.01
HR 1566,,73.7429,19.4853, 6.37,STAR F3IV,0.29,,0.16,,0.06
HR 1567,8Pi 5Ori,73.5629,2.4406, 3.72,STAR B3III,-0.18,,-0.2,,-0.83
HR 1568,7    Cam,74.3217,53.7522, 4.47,STAR A1V,-0.02,,-0.01,,-0.01
HR 1569,6    Ori,73.6954,11.4261, 5.19,STAR A3V,0.12,,,,0.11
HR 157,,9.3379,35.3994, 5.48,STAR G2II,0.88,,,,0.48
HR 1570,7Pi 1Ori,73.7242,10.1508, 4.65,STAR A0V,0.09,,0.03,,0.09
HR 1571,,73.6992,7.7792, 5.33,STAR,1.22,,,,1.18
HR 1572,,75.5837,74.2692, 6.06,STAR K5III,1.57,,,,1.83
HR 1573,,74.0829,36.1689, 6.07,STAR B2I,0.41,,,,-0.43
HR 1574,,73.7113,0.4675, 5.99,STAR B5V,-0.12,,,,-0.56
HR 1575,,74.065,24.5922, 6.37,STAR F0,0.33,,,,-0.08
HR 1576,,73.9596,15.04, 5.81,STAR B9V,-0.08,,,,-0.45
